item_id,title,price,currency,sold_date,condition,url
117143655002,1999 POKEMON JAPANESE CD PROMO CD PROMO #9 BLASTOISE-HOLO PSA 10,461434.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/117143655002
298234624562,2019 POKEMON JAPANESE SM PROMO #400 FULL ART/PIKACHU PSA 10,732182.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/298234624562
227260311560,1999 Pokemon Japanese Gym 2 Sabrina's Alakazam Holo #65 PSA 10,127336.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/227260311560
178040948822,PSA 10 Swampert Japanese DP4 Moonlit Pursuit Holo 310 Pokémon TCG 2007 POP 49,159170.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/178040948822
188287668115,Pokémon TCG Gardevoir EX 233 & Rayquaza VMA TG20 PSA 10,111419.0,JPY,2026-04-17,中古品,https://www.ebay.com/itm/188287668115
358439033137,Pokemon Rowlet Munch Scream Full Art Promo Card 290/Sm-p PSA 10 Gem Mint,389309.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/358439033137
389899806290,PSA 10 Reshiram ex BWR 174/086 White Flare sv11W Pokemon Card Japanese 2025,151212.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/389899806290
188287547229,Pokémon TCG Gardevoir EX 233 & Rayquaza VMA TG20 PSA 10,111419.0,JPY,2026-04-17,中古品,https://www.ebay.com/itm/188287547229
178055047713,Mew EX SAR 205/165 SV2a Japanese 151 Pokemon TCG PSA 10 Gem Mint,129186.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/178055047713
127726099725,2007 POKEMON JPN DIAMOND & PEARL MOONLIT PURSUIT 1ST ED #181 MEWTWO-HOLO PSA 10,318340.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/127726099725
117144876908,2023 POKEMON JAPANESE SV2A-POKEMON 151 MASTER BALL REVERSE HOLO GENGAR PSA 10,207558.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/117144876908
358346696197,PSA 10 Mewtwo Master Ball 150 sv Reverse Holo Pokemon 151 Japanese Rare Pattern,270589.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/358346696197
306885548967,2016 POKEMON JAPANESE EXPANSION 20TH ANNIVERSARY 1ST EDITION #033 PIKACHU PSA 10,127336.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/306885548967
227260896922,PSA 10 ⭐️ Pokemon Shibuya's Pikachu 002 Center Promo Opening Japanese Promo 2019,149620.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/227260896922
178038691332,2023 POKEMON JPN SV2A-POKEMON 151 SPECIAL ART RARE #201 CHARIZARD EX PSA 10,144845.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/178038691332
298234033667,2019 POKEMON JAPANESE SM PROMO #365 FULL ART/ARMORED MEWTWO PSA 10,159170.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/298234033667
406863814958,Typhlosion Delta Pokemon Dragon Frontiers Ued Japanese 034/068 PSA 10,318338.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/406863814958
117101728419,Pokémon Reshiram & Charizard GX Super Rare Double Blaze 097/095 Japanese PSA 10…,350174.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/117101728419
287273929943,Pokemon PSA 10 Mega Charizard #110 SAR Inferno M2 2025 Japanese,299842.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/287273929943
257447442618,Pokemon Japanese Armored Mewtwo 365/SM-P Mewtwo Strike Back PSA 10 GEM MINT,159170.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/257447442618
298232591480,2019 POKEMON JAPANESE SM PROMO #365 FULL ART/ARMORED MEWTWO PSA 10,159170.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/298232591480
198270403365,PSA 10 Graded Gym 2 053 Giovanni's Persian Gym Challenge Holo Pokemon Card,102483.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/198270403365
306872396624,2024 POKEMON JPN SV8A-TERASTAL FEST EX SPECIAL ART RARE #217 UMBREON EX PSA 10,113807.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/306872396624
406770707338,Ninetales Pokemon 2002 Holo E3 Wind from the Sea Ued Japanese 023/087 PSA 10,238753.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/406770707338
377105146609,Pokémon TCG PSA 10 Eevee 235/BW-P Holo Japanese Pokemon Fair 7-11 Promo,286506.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/377105146609
287276069319,Pokemon Cards - PSA 10 Pidgeot 018- Japanese Jungle - GEM MT - PSA10,142102.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/287276069319
188285345087,2021 Pokémon Charizard 001/025 Japanese 25th Anniversary Holo PSA 10 GEM MINT,183013.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/188285345087
358427257847,PSA 10 Umbreon #197 Neo 2 Premium File Promo Japanese Pokemon Card GEM MINT,209670.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/358427257847
205730235880,2021 Pokemon Pikachu Stamp Box Full Art Japanese S-P Promo #227 PSA 10 GEM MINT,749885.0,JPY,2026-04-11,新品 (その他),https://www.ebay.com/itm/205730235880
206180143555,2002 Pokemon Umbreon Split Earth 1st Edition Japanese #71 PSA 10 GEM MINT,599871.0,JPY,2026-04-16,新品 (その他),https://www.ebay.com/itm/206180143555
117147089657,2000 PSA 10 KABUTOPS NEO 2 HOLO POKEMON JAPANESE card 141,111417.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/117147089657
177468480172,PSA 10 Giratina Arceus Palkia Dialga UR Set VSTAR Universe Japanese Pokemon Card,182371.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/177468480172
298234866747,2016 POKEMON JAPANESE EXPANSION 20TH ANNIVERSARY 1ST EDITION #033 PIKACHU PSA 10,127336.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/298234866747
306885217282,2025 POKEMON JAPANESE M2-INFERNO X SPECIAL ART RARE MEGA CHARIZARD X EX PSA 10,238755.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/306885217282
298217006181,PSA 10 GIRATINA 007/014 HOLO 1ST ED. HALF DECK 2008 POKEMON CARD JAPANESE,136778.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/298217006181
306867736425,2017 POKEMON JAPANESE SM SHINING LEGENDS #075 FA MEWTWO GX PSA 10,109080.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/306867736425
327106758805,Eevee 287/sm-p Munch Scream Pokémon Card ACE 10 (PSA 10?),462977.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/327106758805
306867736429,2017 POKEMON JAPANESE SM SHINING LEGENDS #057 SHINING RAYQUAZA HOLO PSA 10,187500.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/306867736429
306884978509,2025 POKEMON JAPANESE M2A-MEGA DREAM EX SPECIAL ART RARE MEGA GENGAR EX PSA 10,171904.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/306884978509
397780994712,Pokemon Blaine's Moltres Gym 2 Japanese Holo Rare #146 PSA 10 Gem Mint,238596.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/397780994712
127806047451,Pokemon Dark Flareon Team Rocket Japanese #136 PSA 10 Gem Mint,159168.0,JPY,2026-04-16,新品 (その他),https://www.ebay.com/itm/127806047451
306885191278,2021 POKEMON JAPANESE S PROMO POKEMON STAMP BOX #227 FULL ART/PIKACHU PSA 10,676473.0,JPY,2026-04-16,新品 (その他),https://www.ebay.com/itm/306885191278
